,title,year,vote_count,vote_average,popularity,genres,Science Fiction,Action,War,Adventure,Horror,Thriller,History,Documentary,Romance,Music,Drama,Animation,Mystery,Western,TV Movie,Fantasy,Comedy,Crime,Family
11617,Hot Fuzz,2007,2252,7,13.535195,"['Crime', 'Action', 'Comedy']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
11634,Next,2007,880,5,9.41746,"['Action', 'Science Fiction', 'Thriller']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11646,Zodiac,2007,2080,7,19.083823,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
11652,Wild Hogs,2007,666,5,11.356011,"['Action', 'Adventure', 'Comedy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11662,300,2006,5092,7,18.108408,"['Action', 'Adventure', 'War']",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11670,The Host,2006,546,6,9.386916,"['Horror', 'Drama', 'Science Fiction']",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11689,Dead Silence,2007,533,6,10.763622,['Horror'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11692,Shooter,2007,1495,6,14.246918,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
11721,Blades of Glory,2007,578,5,5.956794,"['Action', 'Comedy', 'Drama']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11727,Meet the Robinsons,2007,787,6,10.529576,"['Animation', 'Comedy', 'Family']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
11732,Sunshine,2007,1210,7,12.715571,"['Science Fiction', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11746,Disturbia,2007,1038,6,18.006896,"['Thriller', 'Drama', 'Mystery']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11763,Fracture,2007,908,7,10.113628,['Thriller'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11774,Mr. Bean's Holiday,2007,682,6,10.19853,"['Family', 'Comedy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11780,Spider-Man 3,2007,3687,5,27.614265,"['Fantasy', 'Action', 'Adventure']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11811,Knocked Up,2007,1255,6,9.058516,"['Comedy', 'Romance', 'Drama']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
11812,Hairspray,2007,738,6,7.768045,"['Family', 'Comedy', 'Music', 'Romance']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
11815,28 Weeks Later,2007,1225,6,12.884191,"['Horror', 'Thriller', 'Science Fiction']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11825,Shrek the Third,2007,2355,6,14.072479,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
11826,Once,2007,457,7,10.357064,"['Drama', 'Music', 'Romance']",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
11827,Pirates of the Caribbean: At World's End,2007,4627,6,31.363664,"['Adventure', 'Fantasy', 'Action']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11829,Mr. Brooks,2007,543,6,7.423812,"['Drama', 'Crime', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
11845,Ocean's Thirteen,2007,2040,6,12.16276,"['Crime', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11858,Hostel: Part II,2007,464,5,8.916747,['Horror'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11863,Surf's Up,2007,616,5,11.526339,"['Animation', 'Comedy', 'Family']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
11864,Fantastic 4: Rise of the Silver Surfer,2007,2648,5,12.924254,"['Adventure', 'Fantasy', 'Action', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11869,Death Proof,2007,1359,6,13.412137,"['Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11917,1408,2007,1372,6,9.196884,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11918,Death at a Funeral,2007,508,6,8.832907,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11921,Live Free or Die Hard,2007,2122,6,14.886039,"['Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11924,Evan Almighty,2007,1194,5,9.156877,"['Fantasy', 'Comedy', 'Family']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
11925,Transformers,2007,4113,6,5.587707,"['Adventure', 'Science Fiction', 'Action']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11927,Harry Potter and the Order of the Phoenix,2007,5633,7,21.3643,"['Adventure', 'Fantasy', 'Family', 'Mystery']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
11928,I Now Pronounce You Chuck & Larry,2007,640,5,6.645799,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11955,Stardust,2007,1215,7,14.784525,"['Adventure', 'Fantasy', 'Romance', 'Family']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
11959,The Simpsons Movie,2007,2335,6,14.302911,"['Animation', 'Comedy', 'Family']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
11965,The Bourne Ultimatum,2007,2938,7,18.173269,"['Action', 'Drama', 'Mystery', 'Thriller']",0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
11985,Superbad,2007,2152,7,16.205105,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12001,Rush Hour 3,2007,801,6,9.718111,"['Action', 'Comedy', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
12009,The Kingdom,2007,517,6,13.842333,"['Thriller', 'Action', 'Drama']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12019,Halloween,2007,510,5,11.607678,['Horror'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12041,Planet Terror,2007,1109,6,10.370384,"['Horror', 'Action', 'Thriller']",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12042,3:10 to Yuma,2007,1210,6,18.079094,['Western'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12043,Shoot 'Em Up,2007,589,6,7.259086,"['Action', 'Thriller', 'Comedy', 'Crime']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
12049,Atonement,2007,1075,7,8.913338,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12065,Eastern Promises,2007,867,7,9.897909,"['Thriller', 'Crime', 'Mystery']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
12080,Resident Evil: Extinction,2007,1308,6,3.009134,"['Horror', 'Action', 'Science Fiction']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12082,Good Luck Chuck,2007,454,5,7.456047,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12083,Into the Wild,2007,3139,7,15.423538,"['Adventure', 'Drama']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12084,The Game Plan,2007,434,6,9.627676,"['Comedy', 'Family']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12091,The Darjeeling Limited,2007,876,7,6.493474,"['Adventure', 'Drama', 'Comedy']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12094,Michael Clayton,2007,508,6,7.857078,"['Drama', 'Mystery', 'Crime']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
12096,Lars and the Real Girl,2007,517,7,8.025118,"['Comedy', 'Romance', 'Drama']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
12097,30 Days of Night,2007,784,6,8.764548,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12101,Gone Baby Gone,2007,1034,7,6.148516,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
12109,The Assassination of Jesse James by the Coward Robert Ford,2007,792,7,10.111313,"['Action', 'Drama', 'Western']",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12121,Persepolis,2007,461,7,9.537501,"['Animation', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12141,Saw IV,2007,938,5,12.233863,"['Horror', 'Thriller', 'Crime']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12156,Elite Squad,2007,519,7,10.759577,"['Drama', 'Action', 'Crime']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12165,American Gangster,2007,1527,7,9.644542,"['Drama', 'Crime']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12166,Bee Movie,2007,1208,5,8.774374,"['Family', 'Animation', 'Adventure', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
12170,No Country for Old Men,2007,3083,7,15.565484,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
12177,August Rush,2007,821,7,8.874048,"['Family', 'Drama', 'Music']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
12182,The Man from Earth,2007,696,7,9.29906,"['Science Fiction', 'Drama']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12187,Beowulf,2007,855,5,9.951195,"['Adventure', 'Action', 'Animation']",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12209,The Mist,2007,1438,6,8.435642,"['Science Fiction', 'Horror', 'Thriller']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12210,Enchanted,2007,1512,6,11.447798,"['Comedy', 'Family', 'Fantasy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
12211,Hitman,2007,982,5,13.765241,"['Action', 'Crime', 'Drama', 'Thriller']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
12216,The Golden Compass,2007,1347,5,11.481379,"['Adventure', 'Fantasy']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12217,I Am Legend,2007,4977,6,11.379355,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12218,Alvin and the Chipmunks,2007,1212,5,11.805233,"['Comedy', 'Music', 'Family', 'Fantasy', 'Animation']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1
12228,The Orphanage,2007,652,7,16.213592,"['Horror', 'Drama', 'Thriller']",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12230,Juno,2007,2313,7,11.791591,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
12254,The Bucket List,2007,1138,7,9.070643,"['Drama', 'Comedy']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12277,Sweeney Todd: The Demon Barber of Fleet Street,2007,1745,7,10.038401,"['Drama', 'Horror', 'Music']",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12278,National Treasure: Book of Secrets,2007,1782,6,12.854373,"['Action', 'Adventure', 'Mystery', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12280,There Will Be Blood,2007,1581,7,8.200627,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12284,Aliens vs Predator: Requiem,2007,758,4,10.793324,"['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12298,P.S. I Love You,2007,1011,7,10.304881,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12300,27 Dresses,2008,1013,6,10.342202,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12320,[REC],2007,954,7,8.504511,"['Horror', 'Mystery']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12328,Cloverfield,2008,2297,6,12.868098,"['Action', 'Thriller', 'Science Fiction']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12350,The Girl Who Leapt Through Time,2006,435,7,12.430158,"['Fantasy', 'Animation', 'Drama', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
12356,Rambo,2008,1009,6,9.91556,"['Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12365,Hellboy II: The Golden Army,2008,1555,6,11.928661,"['Adventure', 'Fantasy', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12368,In Bruges,2008,1414,7,9.895652,"['Comedy', 'Drama', 'Crime']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
12395,Fool's Gold,2008,454,5,9.4548,"['Romance', 'Comedy', 'Adventure']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12405,Jumper,2008,1855,5,11.03897,"['Adventure', 'Fantasy', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12408,"Definitely, Maybe",2008,638,6,12.553657,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12415,Vantage Point,2008,731,6,7.001645,"['Drama', 'Action', 'Thriller', 'Crime']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
12416,The Spiderwick Chronicles,2008,593,6,11.133784,"['Adventure', 'Family', 'Fantasy']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12417,Step Up 2: The Streets,2008,658,6,7.667579,"['Music', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12424,The Other Boleyn Girl,2008,498,6,9.778826,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12441,"10,000 BC",2008,934,5,13.99377,"['Adventure', 'Action', 'Drama', 'Fantasy']",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12442,The Bank Job,2008,708,6,8.732701,"['Thriller', 'Crime', 'Drama']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
12444,Horton Hears a Who!,2008,927,6,8.326699,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
12445,Funny Games,2007,562,6,6.841586,"['Horror', 'Thriller', 'Crime']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12481,The Dark Knight,2008,12269,8,123.167259,"['Drama', 'Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
12490,Never Back Down,2008,511,6,14.753931,"['Drama', 'Action']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12508,21,2008,1406,6,8.33756,"['Drama', 'Crime']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12540,Forgetting Sarah Marshall,2008,1194,6,15.106676,"['Comedy', 'Romance', 'Drama']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
12545,Harold & Kumar Escape from Guantanamo Bay,2008,508,6,13.065315,"['Comedy', 'Adventure']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12554,The Forbidden Kingdom,2008,476,6,6.997601,"['Action', 'Adventure', 'Fantasy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12588,Iron Man,2008,8951,7,22.073099,"['Action', 'Science Fiction', 'Adventure']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12595,Taken,2008,4444,7,16.367481,"['Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12604,What Happens in Vegas,2008,949,5,10.054226,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12606,American Pie Presents: Beta House,2007,480,5,7.777928,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12614,The Chronicles of Narnia: Prince Caspian,2008,1668,6,12.490891,"['Adventure', 'Family', 'Fantasy']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12625,Indiana Jones and the Kingdom of the Crystal Skull,2008,2558,5,12.577266,"['Adventure', 'Action']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12641,Sex and the City,2008,525,6,9.170332,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
12642,The Strangers,2008,509,6,8.845536,"['Thriller', 'Horror', 'Mystery']",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12648,Kung Fu Panda,2008,3231,6,16.897541,"['Adventure', 'Animation', 'Family', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
12675,You Don't Mess with the Zohan,2008,1068,5,13.116461,"['Comedy', 'Action']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12699,The Happening,2008,968,4,6.22229,"['Thriller', 'Science Fiction']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12700,The Incredible Hulk,2008,3086,6,19.125537,"['Science Fiction', 'Action', 'Adventure']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12704,WALL·E,2008,6439,7,16.088366,"['Animation', 'Family']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12705,Wanted,2008,2583,6,12.457896,"['Action', 'Thriller', 'Crime']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12706,Hancock,2008,3050,6,11.017324,"['Fantasy', 'Action']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12713,Get Smart,2008,1072,6,11.35779,"['Action', 'Comedy', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12768,Mamma Mia!,2008,1435,6,10.534437,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12770,Welcome to the Sticks,2008,638,6,7.250134,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12789,Journey to the Center of the Earth,2008,1353,5,10.419974,"['Action', 'Science Fiction', 'Adventure', 'Comedy', 'Family']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12815,Watchmen,2009,2892,7,16.551503,"['Action', 'Mystery', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12826,Step Brothers,2008,1084,6,8.579638,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12828,The X Files: I Want to Believe,2008,534,5,9.863584,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
12849,The Mummy: Tomb of the Dragon Emperor,2008,1418,5,14.250227,"['Adventure', 'Action', 'Fantasy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12855,Vicky Cristina Barcelona,2008,1050,6,9.648539,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
12866,Pineapple Express,2008,1169,6,8.461369,"['Action', 'Comedy']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12882,High School Musical 2,2007,884,6,6.529094,"['Comedy', 'Drama', 'Family', 'Music']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
12883,Tropic Thunder,2008,1707,6,8.980941,"['Action', 'Comedy']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12885,Star Wars: The Clone Wars,2008,434,5,8.524857,"['Thriller', 'Animation', 'Action', 'Science Fiction', 'Adventure', 'Fantasy']",1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
12891,Let the Right One In,2008,997,7,7.274237,"['Horror', 'Drama']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12893,Death Race,2008,1205,6,13.53003,"['Action', 'Thriller', 'Science Fiction']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12894,The House Bunny,2008,548,5,9.920106,"['Romance', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12898,Mirrors,2008,494,6,8.612618,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12910,Burn After Reading,2008,1251,6,13.206799,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12912,Babylon A.D.,2008,687,5,9.273808,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12975,Eagle Eye,2008,1038,6,14.324875,"['Mystery', 'Thriller', 'Action']",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12983,Martyrs,2008,581,7,7.716326,"['Horror', 'Drama', 'Thriller']",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13000,Body of Lies,2008,919,6,12.886125,"['Action', 'Drama', 'Thriller']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13001,City of Ember,2008,614,6,8.061467,"['Adventure', 'Family', 'Fantasy']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13006,Max Payne,2008,625,5,10.08043,['Action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13008,Zack and Miri Make a Porno,2008,734,6,6.449332,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13020,The Wave,2008,870,7,6.010332,"['Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13042,RockNRolla,2008,851,6,7.263988,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13044,High School Musical 3: Senior Year,2008,858,6,7.343504,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
13053,Madagascar: Escape 2 Africa,2008,1866,6,12.668733,"['Family', 'Animation']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13057,Changeling,2008,1151,7,11.672394,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
13059,The Road,2009,1113,6,14.958098,"['Adventure', 'Drama']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13060,Slumdog Millionaire,2008,2918,7,11.258181,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13061,Quantum of Solace,2008,3015,6,13.67812,"['Adventure', 'Action', 'Thriller', 'Crime']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13064,Role Models,2008,575,6,7.646215,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13092,Saw V,2008,848,6,10.165499,"['Horror', 'Thriller', 'Crime']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13128,Australia,2008,712,6,9.566135,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13129,Bolt,2008,1798,6,15.580915,"['Animation', 'Family', 'Adventure', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
13131,Milk,2008,628,7,10.680121,"['History', 'Drama']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13133,Twilight,2008,3688,5,31.282029,"['Adventure', 'Fantasy', 'Drama', 'Romance']",0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
13135,Transporter 3,2008,1110,5,9.296824,"['Action', 'Adventure', 'Thriller', 'Crime']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13137,The Boy in the Striped Pyjamas,2008,1492,7,8.912738,"['War', 'Drama']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13172,The Day the Earth Stood Still,2008,1057,5,9.265322,"['Drama', 'Science Fiction', 'Thriller']",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13184,Doubt,2008,445,7,9.278263,"['Drama', 'Mystery']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
13187,Gran Torino,2008,3181,7,14.794228,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13189,The Reader,2008,835,7,7.931732,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13198,Seven Pounds,2008,2092,7,21.708267,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13204,The Wrestler,2008,1031,7,7.903956,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13219,The Curious Case of Benjamin Button,2008,3398,7,17.934821,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
13221,Yes Man,2008,1869,6,9.756289,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13224,Valkyrie,2008,1195,6,8.635464,"['Drama', 'Thriller', 'History', 'War']",0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
13241,Bedtime Stories,2008,924,5,10.739419,"['Fantasy', 'Comedy', 'Family', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
13245,Revolutionary Road,2008,824,6,12.265867,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
13255,Defiance,2008,580,6,13.990891,"['Action', 'Drama', 'History', 'War']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
